entry_id,source,page_ref,chinese,pinyin,kimmun,vietnamese,meaning_en,category,notes,CORRECTED_PAGE
SA-7526,Savina (1926),p.151,,,"de — , dám hù — la mer, ning quái khoi. — la",Transport. Frais,(Source 1926) Transport. Frais,Savina Dictionary,,
SA-7527,Savina (1926),p.151,,,"de joie, nha gióng. Traversin, nom chom tgióm dáo.",Transporté. —•,(Source 1926) Transporté. —•,Savina Dictionary,,
SA-7528,Savina (1926),p.151,,,"des objets, van hù",Transporter. —,(Source 1926) Transporter. —,Savina Dictionary,,
SA-7529,Savina (1926),p.151,,,"de Veau, van warn an Trébucher, thï xláu.",Transvaser. —,(Source 1926) Transvaser. —,Savina Dictionary,,
SA-7530,Savina (1926),p.151,,,"transversale, Treillis, clôture en bambou, nom",Transversal. Poutre,(Source 1926) Transversal. Poutre,Savina Dictionary,,
SA-7531,Savina (1926),p.151,,,"balançoire, nom wât m un Treize, sâp xlám.","Trapèze,","(Source 1926) Trapèze,",Savina Dictionary,,
SA-7532,Savina (1926),p.151,,,"khôt xli chue xleng. Tremblant. Main tremblante, pu","Trappe,","(Source 1926) Trappe,",Savina Dictionary,,
SA-7533,Savina (1926),p.151,,,man hà nai k'iâ,"Trapu,","(Source 1926) Trapu,",Savina Dictionary,,
SA-7534,Savina (1926),p.151,,,"wèy giâm. Tremblement. — de terre, m tóng.","Traquer,","(Source 1926) Traquer,",Savina Dictionary,,
SA-7535,Savina (1926),p.151,,,"côm pâu. Prix du — , cóng Trembler, chên","Travail,","(Source 1926) Travail,",Savina Dictionary,,
SA-7536,Savina (1926),p.151,,,"le —- , khói cóng. Être Trembleur, craintif, mun tám kiên;",Commencer,(Source 1926) Commencer,Savina Dictionary,,
SA-7537,Savina (1926),p.151,,,"le — , sáu cóng",Cesser,(Source 1926) Cesser,Savina Dictionary,,
SA-7538,Savina (1926),p.151,,,áy côm páu,"Travailler,","(Source 1926) Travailler,",Savina Dictionary,,
SA-7539,Savina (1926),p.151,,,cóng mun,"Travailleur,","(Source 1926) Travailleur,",Savina Dictionary,,
SA-7540,Savina (1926),p.151,,,"de maison, a nhin Trépigner. — de colère, náu xlóng;",Travée. Une —,(Source 1926) Travée. Une —,Savina Dictionary,,
SA-7541,Savina (1926),p.151,,,"de — , en — , an veng. song gióng. — chaud, kióm gióng.",Travers. Mettre,(Source 1926) Travers. Mettre,Savina Dictionary,,
SA-7542,Savina (1926),p.151,,,"oblique, tgiâ tgiâ","De — ,","(Source 1926) De — ,",Savina Dictionary,,
SA-7543,Savina (1926),p.151,,,"la bouche de — , tgiët méo. grand, malubolài.Pas — loin, má",évoir,(Source 1926) évoir,Savina Dictionary,,
SA-7544,Savina (1926),p.151,,,"de — , mùng tsa. со bo lài.",Entendre,(Source 1926) Entendre,Savina Dictionary,,
SA-7545,Savina (1926),p.151,,,"ghiáng veng. — de chemin Trésor, richesses, xlên xlái.","Traverse,","(Source 1926) Traverse,",Savina Dictionary,,
SA-7546,Savina (1926),p.151,,,"fer, ghiáng veng tau sa kiáu. Trésorier, mun cun nhan goang.",de,(Source 1926) de,Savina Dictionary,,
SA-7547,Savina (1926),p.151,,,"de — , tiu kiáu tsà. Tressaillir, nhàc. — de peur, côm",Chemin,(Source 1926) Chemin,Savina Dictionary,,
SA-7548,Savina (1926),p.151,,,wâm kiáu. tgià nhâc.,"Traversée,","(Source 1926) Traversée,",Savina Dictionary,,
SA-7549,Savina (1926),p.151,,,"de cheveux, xlên piey bên. Tripler, cà xlám bùi .",Tresse. —,(Source 1926) Tresse. —,Savina Dictionary,,
SA-7550,Savina (1926),p.151,,,"des cheveux, bën piey Tripot, maison de jeu, táu xlên",Tresser. —,(Source 1926) Tresser. —,Savina Dictionary,,
SA-7551,Savina (1926),p.152,,,nom tang ma,"Tréteau,","(Source 1926) Tréteau,",Savina Dictionary,,
SA-7552,Savina (1926),p.152,,,"mue táu pu. de — , chô pêa bêa bàp.","Treuil,","(Source 1926) Treuil,",Savina Dictionary,,
SA-7553,Savina (1926),p.152,,,"de disputes, kha nan má ti Triste, giáu xlàu. Visage — , min",Trêve. —,(Source 1926) Trêve. —,Savina Dictionary,,
SA-7554,Savina (1926),p.152,,,pó kióng kiáng. cháy xlàu.,"Triangle,","(Source 1926) Triangle,",Savina Dictionary,,
SA-7555,Savina (1926),p.152,,,"kiáng nai po kióng. Triturer, má giu","Triangulaire,","(Source 1926) Triangulaire,",Savina Dictionary,,
SA-7556,Savina (1926),p.152,,,lëp bèao dang. nen giu.,"Tribord,","(Source 1926) Tribord,",Savina Dictionary,,
SA-7557,Savina (1926),p.152,,,"y a différentes tribus miao, Trivial. Langage — , cóng u tsu va.",Tribu. Il,(Source 1926) Tribu. Il,Savina Dictionary,,
SA-7558,Savina (1926),p.152,,,"wêy nan. Trognon. — de légume, ghéáy cón.","Tribulation,","(Source 1926) Tribulation,",Savina Dictionary,,
SA-7559,Savina (1926),p.152,,,"nhamun. Paraître au — de Trois, po. Deux ou — jours, l pô","Tribunal,","(Source 1926) Tribunal,",Savina Dictionary,,
SA-7560,Savina (1926),p.152,,,thàu Thièn Chtnri tôLxlam. nôi.,"Dieu,","(Source 1926) Dieu,",Savina Dictionary,,
SA-7561,Savina (1926),p.152,,,"chaire à prêcher, nom tau Trompe. — d'éléphant, nomkiàngbô","Tribune,","(Source 1926) Tribune,",Savina Dictionary,,
SA-7562,Savina (1926),p.152,,,"su cuôc. Tromper, kià. — les gens, kià toi.","Tributaire. Pays — ,","(Source 1926) Tributaire. Pays — ,",Savina Dictionary,,
SA-7563,Savina (1926),p.152,,,"au jeu de cartes, p'iën Se — , tsa. Se — en calculant,",Tricher. —,(Source 1926) Tricher. —,Savina Dictionary,,
SA-7564,Savina (1926),p.152,,,"pô hông xlâc Drapeau tsa. Se — de chemin, long kiáu.","Tricolore,","(Source 1926) Tricolore,",Savina Dictionary,,
SA-7565,Savina (1926),p.152,,,"m au nai po kióng. Tronc. — d'arbre, ghiáng cón. —","Tricorne,","(Source 1926) Tricorne,",Savina Dictionary,,
SA-7566,Savina (1926),p.152,,,"faire un tricot, sa guy pour l'argent, nom nhan goay.","Tricoter,","(Source 1926) Tricoter,",Savina Dictionary,,
SA-7567,Savina (1926),p.152,,,nom xlám tsâ. kiáu.,"T.udent,","(Source 1926) T.udent,",Savina Dictionary,,
SA-7568,Savina (1926),p.152,,,"nim pô nôi chîngcau. Tronqué, má cáu","Triduum,","(Source 1926) Triduum,",Savina Dictionary,,
SA-7569,Savina (1926),p.152,,,"pônhianga hey. Trop. - haut, ghèang gióng. — loin,","Triennal,","(Source 1926) Triennal,",Savina Dictionary,,
SA-7570,Savina (1926),p.152,,,"sien chô. cô gióng. — tôt, ghèau gióng. —","Trier,","(Source 1926) Trier,",Savina Dictionary,,
SA-7571,Savina (1926),p.152,,,"tgiêy ning tgièy làu. tard, chay gióng. // n'v en a pas","Trimbaler,","(Source 1926) Trimbaler,",Savina Dictionary,,
SA-7572,Savina (1926),p.152,,,"dau hâu. — , má duong quái.","Trimer,","(Source 1926) Trimer,",Savina Dictionary,,
SA-7573,Savina (1926),p.152,,,"po lày nha. Trophée, prise de guerre, nhén ning","Trimestre,","(Source 1926) Trimestre,",Savina Dictionary,,
SA-7574,Savina (1926),p.152,,,xlên ghiâ. bap chóng chô làu.,"Tringle,","(Source 1926) Tringle,",Savina Dictionary,,
SA-7575,Savina (1926),p.152,,,"en trois personnes, Troquer, ti van.","Trinité, Dieu","(Source 1926) Trinité, Dieu",Savina Dictionary,,
SA-7576,Savina (1926),p.152,,,"pô vêy. Trotter, se sauver, thiu ning.",Thièn Chircn,(Source 1926) Thièn Chircn,Savina Dictionary,,
SA-7577,Savina (1926),p.152,,,"en buvant, kéng tiu",Trinquer. —,(Source 1926) Trinquer. —,Savina Dictionary,,
SA-7578,Savina (1926),p.152,,,"tu hing. un — , wët khôt. Percer un -- ,","Triompher,","(Source 1926) Triompher,",Savina Dictionary,,
SA-7579,Savina (1926),p.152,,,tau ngong clang. quèy khôt.,"Tripes,","(Source 1926) Tripes,",Savina Dictionary,,
SA-7580,Savina (1926),p.152,,,"warn glo. évoir le Tube, nom (long. — en fer, nom ghiâ","Trouble. Eau — ,","(Source 1926) Trouble. Eau — ,",Savina Dictionary,,
SA-7581,Savina (1926),p.152,,,"má beng on. L'esprit — , Tuberculeux, sang gôm khlôm.","Troublé,","(Source 1926) Troublé,",Savina Dictionary,,
SA-7582,Savina (1926),p.152,,,"un pays, áy phún cuôc táy toi. —• un buffle, táy tau ngong.",Troubler. —,(Source 1926) Troubler. —,Savina Dictionary,,
SA-7583,Savina (1926),p.152,,,"dans une clôture, bo xlâ hàm xlêo xléo.",Trouée. —,(Source 1926) Trouée. —,Savina Dictionary,,
SA-7584,Savina (1926),p.152,,,"khói khôt. couverte de tuiles, sien peau hom","Trouer,","(Source 1926) Trouer,",Savina Dictionary,,
SA-7585,Savina (1926),p.152,,,un groupe de ngóa.,"Troupe. Une — ,","(Source 1926) Troupe. Une — ,",Savina Dictionary,,
SA-7586,Savina (1926),p.152,,,"a goan chue xlèng. Tumeur, á óm","Troupeau. Un — ,","(Source 1926) Troupeau. Un — ,",Savina Dictionary,,
SA-7587,Savina (1926),p.152,,,"de chèvres, a goan giuông. Tumulte, lun",Un —,(Source 1926) Un —,Savina Dictionary,,
SA-7588,Savina (1926),p.152,,,"de buffles, a goan ngong. Tumultueux. Réunion tumultueuse,",Un —,(Source 1926) Un —,Savina Dictionary,,
SA-7589,Savina (1926),p.152,,,mettre aux trousses de vui lun.,Trousse. Se,(Source 1926) Trousse. Se,Savina Dictionary,,
SA-7590,Savina (1926),p.152,,,"xlên châp pièy. Mettre un — ,","Turban,","(Source 1926) Turban,",Savina Dictionary,,
SA-7591,Savina (1926),p.152,,,"d'une nouvelle mariée,",Trousseau. —,(Source 1926) Trousseau. —,Savina Dictionary,,
SA-7592,Savina (1926),p.152,,,tsuông toi.,"Turlupiner,","(Source 1926) Turlupiner,",Savina Dictionary,,
SA-7593,Savina (1926),p.152,,,"les habits, lùm guy",Trousser. —,(Source 1926) Trousser. —,Savina Dictionary,,
SA-7594,Savina (1926),p.152,,,day nháy,"Turpitude,","(Source 1926) Turpitude,",Savina Dictionary,,
SA-7595,Savina (1926),p.152,,,páu giau.,"Tutélaire,","(Source 1926) Tutélaire,",Savina Dictionary,,
SA-7596,Savina (1926),p.152,,,"chàp tu. Chercher sans — ,.","Trouver,","(Source 1926) Trouver,",Savina Dictionary,,
SA-7597,Savina (1926),p.152,,,mun páu toi. Mettre un —,"Tuteur,","(Source 1926) Tuteur,",Savina Dictionary,,
SA-7598,Savina (1926),p.152,,,nom dong.,"Tuyau,","(Source 1926) Tuyau,",Savina Dictionary,,
SA-7599,Savina (1926),p.152,,,"le — , cóng âkn bo",Tympan. Briser,(Source 1926) Tympan. Briser,Savina Dictionary,,
SA-7600,Savina (1926),p.152,,,"ruble, phún kíu.",T,(Source 1926) T,Savina Dictionary,,
SA-7601,Savina (1926),p.153,,,"le — , trouver le — ,",Truc. évoir,(Source 1926) Truc. évoir,Savina Dictionary,,
SA-7602,Savina (1926),p.153,,,giang xli,"Type,","(Source 1926) Type,",Savina Dictionary,,
SA-7603,Savina (1926),p.153,,,"la fièvre — , phot",Typhoïde. évoir,(Source 1926) Typhoïde. évoir,Savina Dictionary,,
SA-7604,Savina (1926),p.153,,,"interprète, thóng va","Trucheman,","(Source 1926) Trucheman,",Savina Dictionary,,
SA-7605,Savina (1926),p.153,,,táu tgiáo lu,"Typhon,","(Source 1926) Typhon,",Savina Dictionary,,
SA-7606,Savina (1926),p.153,,,nom húi bèu.,"Truelle,","(Source 1926) Truelle,",Savina Dictionary,,
SA-7607,Savina (1926),p.153,,,mun tsèp dang giên,"Typographe,","(Source 1926) Typographe,",Savina Dictionary,,
SA-7608,Savina (1926),p.153,,,tau tóng nhiëy. xláu.,"Truie,","(Source 1926) Truie,",Savina Dictionary,,
SA-7609,Savina (1926),p.153,,,"falsifier, chóng chá hù. Tyran, cruel, mun gióng.","Truquer,","(Source 1926) Truquer,",Savina Dictionary,,
SA-7610,Savina (1926),p.153,,,"pers.), mêy. — ne sais rien, Tyranniser. — le peuple, ha pe",Tu (pr.,(Source 1926) Tu (pr.,Savina Dictionary,,
SA-7611,Savina (1926),p.153,,,"dói dói nâ giàm. Urgent, can kïp. éffaire urgente,","Ubiquité,","(Source 1926) Ubiquité,",Savina Dictionary,,
SA-7612,Savina (1926),p.153,,,nom siêy doc,"Ulcère,","(Source 1926) Ulcère,",Savina Dictionary,,
SA-7613,Savina (1926),p.153,,,sang sièy,"Ulcéreux,","(Source 1926) Ulcéreux,",Savina Dictionary,,
SA-7614,Savina (1926),p.153,,,"dáng Urger, chili can","Ultérieur, Ultérieurement ,","(Source 1926) Ultérieur, Ultérieurement ,",Savina Dictionary,,
SA-7615,Savina (1926),p.153,,,"cao chóng chêy. Uriner, é va.","Ultimatum,","(Source 1926) Ultimatum,",Savina Dictionary,,
SA-7616,Savina (1926),p.153,,,"a. — homme, a tau mun. — jour, Urinoir, va gô.","Un,","(Source 1926) Un,",Savina Dictionary,,
SA-7617,Savina (1926),p.153,,,"a pë leng giët. — commun, quên long. D'aucun","Cent — ,","(Source 1926) Cent — ,",Savina Dictionary,,
SA-7618,Savina (1926),p.153,,,giët xlêm,"Unanime,","(Source 1926) Unanime,",Savina Dictionary,,
SA-7619,Savina (1926),p.153,,,"peng. Terrain — , ni peng. — , hu.","Uni,","(Source 1926) Uni,",Savina Dictionary,,
SA-7620,Savina (1926),p.153,,,"a hông. — de soldat, peng Usine, ki hi gôc","Uniforme,","(Source 1926) Uniforme,",Savina Dictionary,,
SA-7621,Savina (1926),p.153,,,vo mue,"Union,","(Source 1926) Union,",Savina Dictionary,,
SA-7622,Savina (1926),p.153,,,"mun siêy do. Usuel, chóng thóng.","Unique. Fils —■ ,","(Source 1926) Unique. Fils —■ ,",Savina Dictionary,,
SA-7623,Savina (1926),p.153,,,"tán chí. Usurier, mun chô ghêy ni gióng.","Uniquement,","(Source 1926) Uniquement,",Savina Dictionary,,
SA-7624,Savina (1926),p.153,,,áy phún nân ti thàu,"Unir,","(Source 1926) Unir,",Savina Dictionary,,
SA-7625,Savina (1926),p.153,,,"tong xling. Utile, nai giëk","Unisson,","(Source 1926) Unisson,",Savina Dictionary,,
SA-7626,Savina (1926),p.153,,,"thên già. — , côm páu nai giëk.","Univers,","(Source 1926) Univers,",Savina Dictionary,,
SA-7627,Savina (1926),p.153,,,"dói dôi nâ chêy. Utiliser, long tu ngám.","Universellement,","(Source 1926) Universellement,",Savina Dictionary,,
SA-7628,Savina (1926),p.153,,,"tuom hâc tong. Utilité. D'aucune — , má nai nhên","Université,","(Source 1926) Université,",Savina Dictionary,,
SA-7629,Savina (1926),p.153,,,tau ghey. thau giëk.,"Urbanité,","(Source 1926) Urbanité,",Savina Dictionary,,
SA-7630,Savina (1926),p.153,,,"nom va khôt. Utopie, lun nhêy","Urètre,","(Source 1926) Urètre,",Savina Dictionary,,
SA-7631,Savina (1926),p.153,,,"ning ! ning gô ! // va Vacant, hên. Maison vacante, peau","Va ! Va-t'en,","(Source 1926) Va ! Va-t'en,",Savina Dictionary,,
SA-7632,Savina (1926),p.153,,,hao nhao,"Vacarme,","(Source 1926) Vacarme,",Savina Dictionary,,
SA-7633,Savina (1926),p.153,,,"des écoles, pong hoc ;",Vacances. —,(Source 1926) Vacances. —,Savina Dictionary,,
SA-7634,Savina (1926),p.153,,,"tau ngong vang nhiëy. Lait Valeureux, mun tám lu.","Vache,","(Source 1926) Vache,",Savina Dictionary,,
SA-7635,Savina (1926),p.153,,,"ngong vang nú. Valide, má naigôm","de — ,","(Source 1926) de — ,",Savina Dictionary,,
SA-7636,Savina (1926),p.153,,,chu ngong mun,"Vacher,","(Source 1926) Vacher,",Savina Dictionary,,
SA-7637,Savina (1926),p.153,,,"nom ngong gô. Valise, nom dôp kiáng.","Vacherie,","(Source 1926) Vacherie,",Savina Dictionary,,
SA-7638,Savina (1926),p.153,,,"de lampe qui Vallée, kêm hu. Descendre dans la",Vaciller. Flamme,(Source 1926) Vaciller. Flamme,Savina Dictionary,,
SA-7639,Savina (1926),p.153,,,"chêy xlàu tgiéy giâm rien, má theng xlên.","Vade-mecum,","(Source 1926) Vade-mecum,",Savina Dictionary,,
SA-7640,Savina (1926),p.153,,,"ning ning làu làu. tit — , nom chêy xléy.","Va-et-vient,","(Source 1926) Va-et-vient,",Savina Dictionary,,
SA-7641,Savina (1926),p.153,,,"mun giàu giáng. —, Vaniteux, mun mai kiáng.","Vagabond,","(Source 1926) Vagabond,",Savina Dictionary,,
SA-7642,Savina (1926),p.153,,,"ning giâu. Vanner. — le гц, nhùm mey.","Vagabonder,","(Source 1926) Vagabonder,",Savina Dictionary,,
SA-7643,Savina (1926),p.153,,,"nom tsà khôt. Vannîer, mun sa sang.","Vagin,","(Source 1926) Vagin,",Savina Dictionary,,
SA-7644,Savina (1926),p.153,,,"mun siêy nhim nga Vantail, a lep keng pên.","Vagissement,","(Source 1926) Vagissement,",Savina Dictionary,,
SA-7645,Savina (1926),p.153,,,ni khuông,"Vague. Terrain — ,","(Source 1926) Vague. Terrain — ,",Savina Dictionary,,
SA-7646,Savina (1926),p.153,,,"vagues, lun cóng",Paroles,(Source 1926) Paroles,Savina Dictionary,,
SA-7647,Savina (1926),p.153,,,"flot, warn glong.","Vague,","(Source 1926) Vague,",Savina Dictionary,,
SA-7648,Savina (1926),p.153,,,"homme — , mun nai",Vaillant. Un,(Source 1926) Vaillant. Un,Savina Dictionary,,
SA-7649,Savina (1926),p.153,,,"futile, má long","Vain,","(Source 1926) Vain,",Savina Dictionary,,
SA-7650,Savina (1926),p.153,,,pe pe khuông.,"En — ,","(Source 1926) En — ,",Savina Dictionary,,
SA-7651,Savina (1926),p.154,,,hing,"Vaincre,","(Source 1926) Vaincre,",Savina Dictionary,,
SA-7652,Savina (1926),p.154,,,xiêy,"Vaincu,","(Source 1926) Vaincu,",Savina Dictionary,,
SA-7653,Savina (1926),p.154,,,pe pe khuông.,"Vainement,","(Source 1926) Vainement,",Savina Dictionary,,
SA-7654,Savina (1926),p.154,,,mun lu hing.,"Vainqueur,","(Source 1926) Vainqueur,",Savina Dictionary,,
SA-7655,Savina (1926),p.154,,,"navire, sa dang tau.","Vaisseau,","(Source 1926) Vaisseau,",Savina Dictionary,,
SA-7656,Savina (1926),p.154,,,"sanguins, xlên sam kiáu.",Vaisseaux,(Source 1926) Vaisseaux,Savina Dictionary,,
SA-7657,Savina (1926),p.154,,,van tep.,"Vaisselle,","(Source 1926) Vaisselle,",Savina Dictionary,,
SA-7658,Savina (1926),p.154,,,"van chan. — , d'une","Valable,","(Source 1926) Valable,",Savina Dictionary,,
SA-7659,Savina (1926),p.154,,,"par monts et par vaux,",Val. éller,(Source 1926) Val. éller,Savina Dictionary,,
SA-7660,Savina (1926),p.154,,,tau nàu.,"Valet,","(Source 1926) Valet,",Savina Dictionary,,
SA-7661,Savina (1926),p.154,,,mun sang gom.,"Valétudinaire,","(Source 1926) Valétudinaire,",Savina Dictionary,,
SA-7662,Savina (1926),p.154,,,"prix, chá. De nulle — ,má","Valeur. — ,","(Source 1926) Valeur. — ,",Savina Dictionary,,
SA-7663,Savina (1926),p.154,,,"d'eau, wâm si. —",Vapeur. —,(Source 1926) Vapeur. —,Savina Dictionary,,
SA-7664,Savina (1926),p.154,,,giâm khuông. — à ses,"Vaquer,","(Source 1926) Vaquer,",Savina Dictionary,,
SA-7665,Savina (1926),p.154,,,khoi di ma.,"Varech,","(Source 1926) Varech,",Savina Dictionary,,
SA-7666,Savina (1926),p.154,,,má ting,"Variable,","(Source 1926) Variable,",Savina Dictionary,,
SA-7667,Savina (1926),p.154,,,"de température, guông",Variation. —,(Source 1926) Variation. —,Savina Dictionary,,
SA-7668,Savina (1926),p.154,,,sam kiáu Óm.,"Varice,","(Source 1926) Varice,",Savina Dictionary,,
SA-7669,Savina (1926),p.154,,,duong hông.,"Varié, Variété,","(Source 1926) Varié, Variété,",Savina Dictionary,,
SA-7670,Savina (1926),p.154,,,pên,"Varier,","(Source 1926) Varier,",Savina Dictionary,,
SA-7671,Savina (1926),p.154,,,"la — , siët top.",Variole. évoir,(Source 1926) Variole. évoir,Savina Dictionary,,
SA-7672,Savina (1926),p.154,,,tau pao dáo.,"Varlope,","(Source 1926) Varlope,",Savina Dictionary,,
SA-7673,Savina (1926),p.154,,,"à fleurs, nom phang chân ;",Vase. —,(Source 1926) Vase. —,Savina Dictionary,,
SA-7674,Savina (1926),p.154,,,"boue, terrain vaseux, pam ;","Vase,","(Source 1926) Vase,",Savina Dictionary,,
SA-7675,Savina (1926),p.154,,,mun èy mun,"Vassal,","(Source 1926) Vassal,",Savina Dictionary,,
SA-7676,Savina (1926),p.154,,,"lu quáng. Maison — , sien Vendre, mai. — à crédit, mai cá. —","Vaste,","(Source 1926) Vaste,",Savina Dictionary,,
SA-7677,Savina (1926),p.154,,,"cáo pha vong ten. rivières, mai ghing. — cher, mai","Vatican,","(Source 1926) Vatican,",Savina Dictionary,,
SA-7678,Savina (1926),p.154,,,"bien wâm ning. sái. — bon marché, mai xlan. —","Vau-l'eau . À — ,","(Source 1926) Vau-l'eau . À — ,",Savina Dictionary,,
SA-7679,Savina (1926),p.154,,,"qui va à — , day má tu au détail, mai xlán- — en gros,",éffaire,(Source 1926) éffaire,Savina Dictionary,,
SA-7680,Savina (1926),p.154,,,siêy hu,"Vaurien,","(Source 1926) Vaurien,",Savina Dictionary,,
SA-7681,Savina (1926),p.154,,,"sa no cláng mêo. Vendu, mai giù. Homme — , mun nhin","Vautour,","(Source 1926) Vautour,",Savina Dictionary,,
SA-7682,Savina (1926),p.154,,,"dans la boue, lén xlên giù.",Vautrer. Se —,(Source 1926) Vautrer. Se —,Savina Dictionary,,
SA-7683,Savina (1926),p.154,,,tau ngong vang kién. Viande bong theng.,"Veau,","(Source 1926) Veau,",Savina Dictionary,,
