entry_id,source,page_ref,chinese,pinyin,kimmun,vietnamese,meaning_en,category,notes,CORRECTED_PAGE
SA-3078,Savina (1926),p.62,,,"ses enfants, bu sêy",Éduquer. —,(Source 1926) Éduquer. —,Savina Dictionary,,
SA-3079,Savina (1926),p.62,,,"une lettre (en grattant), poussière, chun pên nî.",Effacer. —,(Source 1926) Effacer. —,Savina Dictionary,,
SA-3080,Savina (1926),p.62,,,"corn tgià gióng. ti nang. Terrain — , uni, ni peng.","Effaré,","(Source 1926) Effaré,",Savina Dictionary,,
SA-3081,Savina (1926),p.62,,,"les oiseaux, áy phún Cela m'est — , indifférent, má",Effaroucher. —,(Source 1926) Effaroucher. —,Savina Dictionary,,
SA-3082,Savina (1926),p.62,,,mun nang mun giâ.,"Efféminé. Individu — ,","(Source 1926) Efféminé. Individu — ,",Savina Dictionary,,
SA-3083,Savina (1926),p.62,,,"ď— sans cause, nai tau phón ti nang.",Effet. Pas,(Source 1926) Effet. Pas,Savina Dictionary,,
SA-3084,Savina (1926),p.62,,,"un arbre, gut ghiáng égale, nân nang mêy.",Effeuiller. —,(Source 1926) Effeuiller. —,Savina Dictionary,,
SA-3085,Savina (1926),p.62,,,ma gong. xlém giang di dau dàu.,"Efficace. Remède — ,","(Source 1926) Efficace. Remède — ,",Savina Dictionary,,
SA-3086,Savina (1926),p.62,,,"des égards pour, vèy Électrique. Fil — , tong xlêy",Égard. évoir,(Source 1926) Égard. évoir,Savina Dictionary,,
SA-3087,Savina (1926),p.62,,,"des égards pour les quái theng deng. Langage — , cóng",évoir,(Source 1926) évoir,Savina Dictionary,,
SA-3088,Savina (1926),p.62,,,"égarée, mun long Élémentaire. Notions élémentaires,",Égaré. Personne,(Source 1926) Égaré. Personne,Savina Dictionary,,
SA-3089,Savina (1926),p.62,,,"long kiáu. Éléphant, tau kiàng.","Égarer (S'),","(Source 1926) Égarer (S'),",Savina Dictionary,,
SA-3090,Savina (1926),p.62,,,áy phun nân hun hèy,"Égayer,","(Source 1926) Égayer,",Savina Dictionary,,
SA-3091,Savina (1926),p.62,,,"sing thong. éller prier à V Élever. — les mains, giang pu que. —","Église,","(Source 1926) Église,",Savina Dictionary,,
SA-3092,Savina (1926),p.62,,,mun giëk di kí,"Égoïste,","(Source 1926) Égoïste,",Savina Dictionary,,
SA-3093,Savina (1926),p.62,,,"un bœuf, táy ngong Élire. — un maire, pàu, bâu lý kióng.",Égorger. —,(Source 1926) Égorger. —,Savina Dictionary,,
SA-3094,Savina (1926),p.62,,,cóng phà xlîng. xlîng nân ti giět mun.,"Égosiller (S'),","(Source 1926) Égosiller (S'),",Savina Dictionary,,
SA-3095,Savina (1926),p.62,,,wàm kiáu,"Égout,","(Source 1926) Égout,",Savina Dictionary,,
SA-3096,Savina (1926),p.62,,,"du linge, des habits, Ellipse, chěn dáo.",Égoutter. —,(Source 1926) Égoutter. —,Savina Dictionary,,
SA-3097,Savina (1926),p.62,,,"nhàp. — la figure, nhâp tgiëtgôt.","Égratigner,","(Source 1926) Égratigner,",Savina Dictionary,,
SA-3098,Savina (1926),p.62,,,"le paddv, bâp blau",Égrener. —,(Source 1926) Égrener. —,Savina Dictionary,,
SA-3099,Savina (1926),p.62,,,"má pêy nháy. de la maison, lui siët peau. S'—","Éhonté,","(Source 1926) Éhonté,",Savina Dictionary,,
SA-3100,Savina (1926),p.62,,,giang čti long k'iâ áy,"Élaborer,","(Source 1926) Élaborer,",Savina Dictionary,,
SA-3101,Savina (1926),p.63,,,"un arbre, kém ghiáng Éloquent, mun tgiët blang, tgiët gôt.",Élaguer. —,(Source 1926) Élaguer. —,Savina Dictionary,,
SA-3102,Savina (1926),p.63,,,"son — , bèn k'iâ ctêng",Élan. Prendre,(Source 1926) Élan. Prendre,Savina Dictionary,,
SA-3103,Savina (1926),p.63,,,"ghiáng čténg Émacié, kiay gióng","Élancé. érbre — ,","(Source 1926) Élancé. érbre — ,",Savina Dictionary,,
SA-3104,Savina (1926),p.63,,,čténg ning,Élancer (S')»,(Source 1926) Élancer (S')»,Savina Dictionary,,
SA-3105,Savina (1926),p.63,,,áy phun quang,"Élargir,","(Source 1926) Élargir,",Savina Dictionary,,
SA-3106,Savina (1926),p.63,,,dop mêy čtán tu dáo.,"Élastique,","(Source 1926) Élastique,",Savina Dictionary,,
SA-3107,Savina (1926),p.63,,,nom dôp torn.,"Balle — ,","(Source 1926) Balle — ,",Savina Dictionary,,
SA-3108,Savina (1926),p.63,,,pong di kí áy châu.,"Émanciper,","(Source 1926) Émanciper,",Savina Dictionary,,
SA-3109,Savina (1926),p.63,,,phôt siët.,"Émaner,","(Source 1926) Émaner,",Savina Dictionary,,
SA-3110,Savina (1926),p.63,,,"au budget, nhinvôngcâ",Émarger. —,(Source 1926) Émarger. —,Savina Dictionary,,
SA-3111,Savina (1926),p.63,,,"ď — , chêy peu",Emballage. Papier,(Source 1926) Emballage. Papier,Savina Dictionary,,
SA-3112,Savina (1926),p.63,,,peu hù,"Emballer,","(Source 1926) Emballer,",Savina Dictionary,,
SA-3113,Savina (1926),p.63,,,nom dang tgiùi.,"Embarcadère,","(Source 1926) Embarcadère,",Savina Dictionary,,
SA-3114,Savina (1926),p.63,,,"sur un navire,",Embargo. Mettre V —,(Source 1926) Embargo. Mettre V —,Savina Dictionary,,
SA-3115,Savina (1926),p.63,,,"des marchandises,",Embarquer. —,(Source 1926) Embarquer. —,Savina Dictionary,,
SA-3116,Savina (1926),p.63,,,chô các,"Embarras,","(Source 1926) Embarras,",Savina Dictionary,,
SA-3117,Savina (1926),p.63,,,"tirer ď — , khoi nan",Se,(Source 1926) Se,Savina Dictionary,,
SA-3118,Savina (1926),p.63,,,chu nan;,"Embarrassant, Embarrassé,","(Source 1926) Embarrassant, Embarrassé,",Savina Dictionary,,
SA-3119,Savina (1926),p.63,,,"les gens, áy phún",Embarrasser. —,(Source 1926) Embarrasser. —,Savina Dictionary,,
SA-3120,Savina (1926),p.63,,,"des coolies, p'ay côm",Embaucher. —,(Source 1926) Embaucher. —,Savina Dictionary,,
SA-3121,Savina (1926),p.63,,,"an cadavre, quán si !",Embaumer. —,(Source 1926) Embaumer. —,Savina Dictionary,,
SA-3122,Savina (1926),p.63,,,un poulet pour le,Embrocher. —,(Source 1926) Embrocher. —,Savina Dictionary,,
SA-3123,Savina (1926),p.63,,,"embrouillée, day",Embrouillé. éffaire,(Source 1926) Embrouillé. éffaire,Savina Dictionary,,
SA-3124,Savina (1926),p.63,,,"une affaire, áy phún",Embrouiller. —,(Source 1926) Embrouiller. —,Savina Dictionary,,
SA-3125,Savina (1926),p.63,,,gung nai bon xlóng.,"Embrumé. Ciel — ,","(Source 1926) Embrumé. Ciel — ,",Savina Dictionary,,
SA-3126,Savina (1926),p.63,,,"fœtus, tàu nai thai.","Embryon,","(Source 1926) Embryon,",Savina Dictionary,,
SA-3127,Savina (1926),p.63,,,des embûches,Embûche. Dresser,(Source 1926) Embûche. Dresser,Savina Dictionary,,
SA-3128,Savina (1926),p.63,,,"mettre en — , mém.",Embuscade. Se,(Source 1926) Embuscade. Se,Savina Dictionary,,
SA-3129,Savina (1926),p.63,,,mém.,"Embusquer (S'),","(Source 1926) Embusquer (S'),",Savina Dictionary,,
SA-3130,Savina (1926),p.63,,,"un peu ivre, tiu bèn ti-","Éméché,","(Source 1926) Éméché,",Savina Dictionary,,
SA-3131,Savina (1926),p.63,,,pierres émergent au-,Émerger. Les,(Source 1926) Émerger. Les,Savina Dictionary,,
SA-3132,Savina (1926),p.63,,,giët chóng,"Émérite. Personne — ,","(Source 1926) Émérite. Personne — ,",Savina Dictionary,,
SA-3133,Savina (1926),p.63,,,phoát cú quái.,"Émerveiller (S'),","(Source 1926) Émerveiller (S'),",Savina Dictionary,,
SA-3134,Savina (1926),p.63,,,"chóng chéng phún quái. — des billets de banque, siët nhan","Embellir,","(Source 1926) Embellir,",Savina Dictionary,,
SA-3135,Savina (1926),p.63,,,"les autres, áy këk toi chêy.",Embêter. —,(Source 1926) Embêter. —,Savina Dictionary,,
SA-3136,Savina (1926),p.63,,,nhiau lu,"Embonpoint,","(Source 1926) Embonpoint,",Savina Dictionary,,
SA-3137,Savina (1926),p.63,,,"un clairon, pêom hè Émigrer, ghêy phón cuôc.",Emboucher. —,(Source 1926) Emboucher. —,Savina Dictionary,,
SA-3138,Savina (1926),p.63,,,"d'un fleuve, váng Eminent. Personnage — , mun mîn",Embouchure. —,(Source 1926) Embouchure. —,Savina Dictionary,,
SA-3139,Savina (1926),p.63,,,"embourbé, sa lôm Emissaire, mun ning thàm",Embourber. Char,(Source 1926) Embourber. Char,Savina Dictionary,,
SA-3140,Savina (1926),p.63,,,"án gia ti. Emmailloter. — un enfant, peu siêy.","Embourser,","(Source 1926) Embourser,",Savina Dictionary,,
SA-3141,Savina (1926),p.63,,,"du vin, an tiu gia Emmagasiner, an nhén gia tông chang",Embouteiller. —,(Source 1926) Embouteiller. —,Savina Dictionary,,
SA-3142,Savina (1926),p.63,,,"de chemin, kiáu Emmancher. — un couteau, chéng",Embranchement. —,(Source 1926) Embranchement. —,Savina Dictionary,,
SA-3143,Savina (1926),p.63,,,"pu tau sa que. — une Emménager. — une maison, chéng","Embraser,","(Source 1926) Embraser,",Savina Dictionary,,
SA-3144,Savina (1926),p.63,,,"serrer entre ses bras, Emmener, en ning","Embrasser. — ,","(Source 1926) Embrasser. — ,",Savina Dictionary,,
SA-3145,Savina (1926),p.63,,,dôp mêy ma,"Emollient,","(Source 1926) Emollient,",Savina Dictionary,,
SA-3146,Savina (1926),p.63,,,"tông xlém. Emplir. — une bouteille d'eau, â'n","Émotion,","(Source 1926) Émotion,",Savina Dictionary,,
SA-3147,Savina (1926),p.63,,,bô ni khûi,"Émotter,","(Source 1926) Émotter,",Savina Dictionary,,
SA-3148,Savina (1926),p.63,,,"sang ghing day. Emploi. Se trouver sans — , giâm","Emoulu. Frais —,","(Source 1926) Emoulu. Frais —,",Savina Dictionary,,
SA-3149,Savina (1926),p.63,,,chúng tgiu blún. khuông,"Émoussé. Couteau — ,","(Source 1926) Émoussé. Couteau — ,",Savina Dictionary,,
SA-3150,Savina (1926),p.63,,,"tông toi xlém. —jusqu'aux — à vous donner, giá nai côm pâu","Émouvoir,","(Source 1926) Émouvoir,",Savina Dictionary,,
SA-3151,Savina (1926),p.64,,,"des oiseaux, áy no tay thày mun duong áy côm pâu. Qui",Empailler. —-,(Source 1926) Empailler. —-,Savina Dictionary,,
SA-3152,Savina (1926),p.64,,,thóng cá dáy khôt tay. tu.,"Empaler,","(Source 1926) Empaler,",Savina Dictionary,,
SA-3153,Savina (1926),p.64,,,"a mán. Empocher, án gia ti.","Empan. Un — ,","(Source 1926) Empan. Un — ,",Savina Dictionary,,
SA-3154,Savina (1926),p.64,,,"des habits, peu guy Empoigner, mào chô. — par les",Empaqueter. —,(Source 1926) Empaqueter. —,Savina Dictionary,,
SA-3155,Savina (1926),p.64,,,"de, gam chô",Emparer. S' —,(Source 1926) Emparer. S' —,Savina Dictionary,,
SA-3156,Savina (1926),p.64,,,"les mains, blâ pu",Empâter. 5' —,(Source 1926) Empâter. 5' —,Savina Dictionary,,
SA-3157,Savina (1926),p.64,,,cam,"Empêcher,","(Source 1926) Empêcher,",Savina Dictionary,,
SA-3158,Savina (1926),p.64,,,"travailler, cám, ghian toi má pëk.",de,(Source 1926) de,Savina Dictionary,,
SA-3159,Savina (1926),p.64,,,"huông ti. Emporter, tgièy ning","Empereur,","(Source 1926) Empereur,",Savina Dictionary,,
SA-3160,Savina (1926),p.64,,,"des habits, quai gdy chô ning. Ne rien — , má tgiêy",Empeser. —,(Source 1926) Empeser. —,Savina Dictionary,,
SA-3161,Savina (1926),p.64,,,"maison, xlêy giù àt quái song mun. .S' —■ , se mettre",Empester. —• Ix,(Source 1926) Empester. —• Ix,Savina Dictionary,,
SA-3162,Savina (1926),p.64,,,"côm pâu tgiu thàu Empoté. Un — , тип óng.","Empêtrer (S'),","(Source 1926) Empêtrer (S'),",Savina Dictionary,,
SA-3163,Savina (1926),p.64,,,"avec — , cóng va náu min xlï.",Emphase. Parler,(Source 1926) Emphase. Parler,Savina Dictionary,,
SA-3164,Savina (1926),p.64,,,"les routes, an ghêâu xláu mail тип. — de tigre, xláu",Empierrer. —,(Source 1926) Empierrer. —,Savina Dictionary,,
SA-3165,Savina (1926),p.64,,,"sur les autres, tgiêm Empressé, can. Ne soye{ pas si — !",Empiéter. —■,(Source 1926) Empiéter. —■,Savina Dictionary,,
SA-3166,Savina (1926),p.64,,,"nhin duong quái Empresser (S'), can can áy","Empiffrer (S'),","(Source 1926) Empiffrer (S'),",Savina Dictionary,,
SA-3167,Savina (1926),p.64,,,"du bois de chauffage, don Emprisonner, an gia cám. — un",Empiler. —,(Source 1926) Empiler. —,Savina Dictionary,,
SA-3168,Savina (1926),p.64,,,"mal a empiré, gom nj cá nhan. —",Empirer. Le,(Source 1926) Empirer. Le,Savina Dictionary,,
SA-3169,Savina (1926),p.64,,,"d'une maison, tên",Emplacement. —,(Source 1926) Emplacement. —,Savina Dictionary,,
SA-3170,Savina (1926),p.64,,,"commerce, cá xlén áy xleng ëy.",le,(Source 1926) le,Savina Dictionary,,
SA-3171,Savina (1926),p.64,,,"la maison, áy phůn",Empuantir. —,(Source 1926) Empuantir. —,Savina Dictionary,,
SA-3172,Savina (1926),p.64,,,"tông xlèm. Encoffrer, an gia goay.","Ému. Être — ,","(Source 1926) Ému. Être — ,",Savina Dictionary,,
SA-3173,Savina (1926),p.64,,,"plein jour, bó nôi. — dormant, Encoignure, nom kióng.",En. —,(Source 1926) En. —,Savina Dictionary,,
SA-3174,Savina (1926),p.64,,,nom chá. mun duong chô tên.,"Encadrement,","(Source 1926) Encadrement,",Savina Dictionary,,
SA-3175,Savina (1926),p.64,,,an chá. Encombrer. Les voitures encombrent,"Encadrer,","(Source 1926) Encadrer,",Savina Dictionary,,
SA-3176,Savina (1926),p.64,,,"des oiseaux, an no gia la route, sa duông chô kiáu.",Encager. —,(Source 1926) Encager. —,Savina Dictionary,,
SA-3177,Savina (1926),p.64,,,"de l'argent, siàu nhan Encore, ng. // y en a — , ngnai.",Encaisser. —,(Source 1926) Encaisser. —,Savina Dictionary,,
SA-3178,Savina (1926),p.64,,,"à Г — , aux enchères, cheng ning. // est — en vie, nàn","Encan, Vendre","(Source 1926) Encan, Vendre",Savina Dictionary,,
SA-3179,Savina (1926),p.64,,,"mun áu nai thai. Encourager. — les gens, áy phun","Enceinte. Femme — ,","(Source 1926) Enceinte. Femme — ,",Savina Dictionary,,
SA-3180,Savina (1926),p.64,,,de Г —,Encens. Brûler,(Source 1926) Encens. Brûler,Savina Dictionary,,
SA-3181,Savina (1926),p.64,,,"les gens, les flatter, Encourir. — la colère des gens, chu",Encenser. —,(Source 1926) Encenser. —,Savina Dictionary,,
SA-3182,Savina (1926),p.64,,,"un seau, kham thong Encrassé. Fusil — , tsông nai xltu",Encercler. —,(Source 1926) Encercler. —,Savina Dictionary,,
SA-3183,Savina (1926),p.64,,,"un criminel, kiá xloi rouge, màc xli. — noire, mac kiâ.",Enchaîner. —,(Source 1926) Enchaîner. —,Savina Dictionary,,
SA-3184,Savina (1926),p.64,,,"sorcellerie, chá màc.","Enchantement,","(Source 1926) Enchantement,",Savina Dictionary,,
SA-3185,Savina (1926),p.64,,,nom màc chán.,"Encrier,","(Source 1926) Encrier,",Savina Dictionary,,
SA-3186,Savina (1926),p.64,,,"très agréable, gong hun Encroûter (S'), quên lu. S' — dans","Enchanté,","(Source 1926) Enchanté,",Savina Dictionary,,
SA-3187,Savina (1926),p.64,,,long pâp,"Enchanter,","(Source 1926) Enchanter,",Savina Dictionary,,
SA-3188,Savina (1926),p.64,,,"aux enchères, mai mau.",Enchère. Vendre,(Source 1926) Enchère. Vendre,Savina Dictionary,,
SA-3189,Savina (1926),p.64,,,xláo chá,"Enchérir,","(Source 1926) Enchérir,",Savina Dictionary,,
SA-3190,Savina (1926),p.64,,,lun chèt dot. miîn giù xlén.,"Enchevêtré,","(Source 1926) Enchevêtré,",Savina Dictionary,,
SA-3191,Savina (1926),p.64,,,"au jeu, mun Endommager, áy hu",Enclin. Individu —,(Source 1926) Enclin. Individu —,Savina Dictionary,,
SA-3192,Savina (1926),p.64,,,"un jardin, vêy ghiáy",Enclore. —,(Source 1926) Enclore. —,Savina Dictionary,,
SA-3193,Savina (1926),p.64,,,bo ting gia.,"Enclouer,","(Source 1926) Enclouer,",Savina Dictionary,,
SA-3194,Savina (1926),p.64,,,nom ghèâ chám.,"Enclume,","(Source 1926) Enclume,",Savina Dictionary,,
SA-3195,Savina (1926),p.64,,,une — à une,Encoche. Faire,(Source 1926) Encoche. Faire,Savina Dictionary,,
SA-3196,Savina (1926),p.64,,,phêy mêy ghêom.,"Endormir. S' — ,","(Source 1926) Endormir. S' — ,",Savina Dictionary,,
SA-3197,Savina (1926),p.64,,,"un habit, chû guy. —",Endosser. —,(Source 1926) Endosser. —,Savina Dictionary,,
SA-3198,Savina (1926),p.64,,,"affaire, nhun ghing day.",une,(Source 1926) une,Savina Dictionary,,
SA-3199,Savina (1926),p.64,,,tên,"Endroit,","(Source 1926) Endroit,",Savina Dictionary,,
SA-3200,Savina (1926),p.64,,,"quel — ? lài tî ? Un autre — , gia. — une porte, nhong keng. Le",En,(Source 1926) En,Savina Dictionary,,
SA-3201,Savina (1926),p.65,,,"theng tu lau gióng. xlín. — un chien crevé, môc clo tay.","Endurant,","(Source 1926) Endurant,",Savina Dictionary,,
SA-3202,Savina (1926),p.65,,,"áy phůn ngheng. Enfourcher. — un cheval, chêy ma.","Endurcir,","(Source 1926) Endurcir,",Savina Dictionary,,
SA-3203,Savina (1926),p.65,,,"la faim, theng nhiâu Enfourner. — du pain, an péng gia",Endurer. —,(Source 1926) Endurer. —,Savina Dictionary,,
SA-3204,Savina (1926),p.65,,,k'ià,"Energie,","(Source 1926) Energie,",Savina Dictionary,,
SA-3205,Savina (1926),p.65,,,"raun chu man but, man Enfumer. — les moustiques, ut keng.","Energumène,","(Source 1926) Energumène,",Savina Dictionary,,
SA-3206,Savina (1926),p.65,,,"ses habits, les mettre en",Engager. —,(Source 1926) Engager. —,Savina Dictionary,,
SA-3207,Savina (1926),p.65,,,"áy phůn mú nai k'iâ, má nai gage, tóng guy. Je vous engage à","Enerver,","(Source 1926) Enerver,",Savina Dictionary,,
SA-3208,Savina (1926),p.65,,,"m'énerve^, mèy áy phůn mêy ning",Vous,(Source 1926) Vous,Savina Dictionary,,
SA-3209,Savina (1926),p.65,,,"jusqu'à la combat, ti táu bàp chóng.",Enfance. Depuis Г —,(Source 1926) Enfance. Depuis Г —,Savina Dictionary,,
SA-3210,Savina (1926),p.65,,,"tombé en — , raun со",Vieillard,(Source 1926) Vieillard,Savina Dictionary,,
SA-3211,Savina (1926),p.65,,,mun siêy. Les enfants du,"Enfant,","(Source 1926) Enfant,",Savina Dictionary,,
SA-3212,Savina (1926),p.65,,,nai siêy,"Enfanter,","(Source 1926) Enfanter,",Savina Dictionary,,
SA-3213,Savina (1926),p.65,,,mun siêy day.,"Enfantillage,","(Source 1926) Enfantillage,",Savina Dictionary,,
SA-3214,Savina (1926),p.65,,,"di nhôc. Tomber en — , giadi","Enfer,","(Source 1926) Enfer,",Savina Dictionary,,
SA-3215,Savina (1926),p.65,,,"les poules, khlang cháy.",Enfermer. —,(Source 1926) Enfermer. —,Savina Dictionary,,
SA-3216,Savina (1926),p.65,,,"maison (les portes fermées), ban",la,(Source 1926) la,Savina Dictionary,,
SA-3217,Savina (1926),p.65,,,"du poisson, sien beau. —",Enfiler. —,(Source 1926) Enfiler. —,Savina Dictionary,,
SA-3218,Savina (1926),p.65,,,"aiguille, sůn xlím.",une,(Source 1926) une,Savina Dictionary,,
SA-3219,Savina (1926),p.65,,,"de colère, si phôt mîu",Enflammé. —,(Source 1926) Enflammé. —,Savina Dictionary,,
SA-3220,Savina (1926),p.65,,,"une meule de foin,",Enflammer. —,(Source 1926) Enflammer. —,Savina Dictionary,,
SA-3221,Savina (1926),p.65,,,"óm. Visage — , min óm. Pieds","Enflé,","(Source 1926) Enflé,",Savina Dictionary,,
SA-3222,Savina (1926),p.65,,,phot óm,"Enfler (S'),","(Source 1926) Enfler (S'),",Savina Dictionary,,
SA-3223,Savina (1926),p.65,,,"un fils, gia tau tón.",Engendrer. —,(Source 1926) Engendrer. —,Savina Dictionary,,
SA-3224,Savina (1926),p.65,,,"de pèche, ki hitiu beau;",Engin. Engins,(Source 1926) Engin. Engins,Savina Dictionary,,
SA-3225,Savina (1926),p.65,,,"avaler, engouffrer, nà. —","Engloutir,","(Source 1926) Engloutir,",Savina Dictionary,,
SA-3226,Savina (1926),p.65,,,"englués, sa no chu",Engluer. Oiseaux,(Source 1926) Engluer. Oiseaux,Savina Dictionary,,
SA-3227,Savina (1926),p.65,,,thám quái piêy,"Engouer (S'),","(Source 1926) Engouer (S'),",Savina Dictionary,,
SA-3228,Savina (1926),p.65,,,"engourdis, xláu bí.",Engourdir. Pieds,(Source 1926) Engourdir. Pieds,Savina Dictionary,,
SA-3229,Savina (1926),p.65,,,de Г — dans les,Engrais. Mettre,(Source 1926) Engrais. Mettre,Savina Dictionary,,
SA-3230,Savina (1926),p.65,,,"des canards, úy àp",Engraisser. —,(Source 1926) Engraisser. —,Savina Dictionary,,
SA-3231,Savina (1926),p.65,,,chóng tám,"Enhardir (S'),","(Source 1926) Enhardir (S'),",Savina Dictionary,,
SA-3232,Savina (1926),p.65,,,"devinette, táu plan va.","Énigme,","(Source 1926) Énigme,",Savina Dictionary,,
SA-3233,Savina (1926),p.65,,,hop tiu bên.,"Enivrer (S'),","(Source 1926) Enivrer (S'),",Savina Dictionary,,
SA-3234,Savina (1926),p.65,,,a ba,"Enjambée. Une — ,","(Source 1926) Enjambée. Une — ,",Savina Dictionary,,
SA-3235,Savina (1926),p.65,,,k'iào a ba quái ning,"Enjamber,","(Source 1926) Enjamber,",Savina Dictionary,,
SA-3236,Savina (1926),p.65,,,"dans un jeu, pái xlín táu.",Enjeu. —,(Source 1926) Enjeu. —,Savina Dictionary,,
SA-3237,Savina (1926),p.65,,,"de faire, de travailler, Enrhumé, sang tgiáo ha. — du",Enjoindre. —,(Source 1926) Enjoindre. —,Savina Dictionary,,
SA-3238,Savina (1926),p.65,,,"les gens, cóng cám phún Enrhumer (Sv), phôt ha",Enjôler. —,(Source 1926) Enjôler. —,Savina Dictionary,,
SA-3239,Savina (1926),p.65,,,"áy phún quái quái. dépens ď autrui, p'iên toi nhên","Enjoliver,","(Source 1926) Enjoliver,",Savina Dictionary,,
SA-3240,Savina (1926),p.65,,,mun si dên,"Enjoué. Caractère — ,","(Source 1926) Enjoué. Caractère — ,",Savina Dictionary,,
SA-3241,Savina (1926),p.65,,,"dans ses bras, kêom chô. Enroué, duong khlëp",Enlacer. —,(Source 1926) Enlacer. —,Savina Dictionary,,
SA-3242,Savina (1926),p.65,,,"ti kêom chô. Enrouler. — une natte, gloan phún si.","S' — ,","(Source 1926) S' — ,",Savina Dictionary,,
SA-3243,Savina (1926),p.65,,,áy phún hu,"Enlaidir,","(Source 1926) Enlaidir,",Savina Dictionary,,
SA-3244,Savina (1926),p.65,,,"soulever, nêng que","Enlever. — ,","(Source 1926) Enlever. — ,",Savina Dictionary,,
SA-3245,Savina (1926),p.65,,,gia pam má siët tu.,"Enlizer (S'),","(Source 1926) Enlizer (S'),",Savina Dictionary,,
SA-3246,Savina (1926),p.65,,,mîn xlï.,"Enluminé. Visage — ,","(Source 1926) Enluminé. Visage — ,",Savina Dictionary,,
SA-3247,Savina (1926),p.65,,,"les gens, áy phún toi",Ennuyer. —,(Source 1926) Ennuyer. —,Savina Dictionary,,
SA-3248,Savina (1926),p.65,,,"affaire m'ennuie, nêy day",Cette,(Source 1926) Cette,Savina Dictionary,,
SA-3249,Savina (1926),p.65,,,cóng,"Énoncer,","(Source 1926) Énoncer,",Savina Dictionary,,
SA-3250,Savina (1926),p.65,,,phôt kêu ngâu,"Enorgueillir,","(Source 1926) Enorgueillir,",Savina Dictionary,,
SA-3251,Savina (1926),p.66,,,lu quái,"Énorme,","(Source 1926) Énorme,",Savina Dictionary,,
SA-3252,Savina (1926),p.66,,,"xlói lu, nj gióng.","Péché — ,","(Source 1926) Péché — ,",Savina Dictionary,,
SA-3253,Savina (1926),p.66,,,"de quelqu'un, tathàm",Enquérir. 5' —,(Source 1926) Enquérir. 5' —,Savina Dictionary,,
SA-3254,Savina (1926),p.66,,,"faire une enquête, chá.","Enquêter,","(Source 1926) Enquêter,",Savina Dictionary,,
SA-3255,Savina (1926),p.66,,,siët duông. Vice,"Enraciner. S' — ,","(Source 1926) Enraciner. S' — ,",Savina Dictionary,,
SA-3256,Savina (1926),p.66,,,tau clo but.,"Enragé. Chien —,","(Source 1926) Enragé. Chien —,",Savina Dictionary,,
SA-3257,Savina (1926),p.66,,,"par un chien — , tau clo bât",Mordu,(Source 1926) Mordu,Savina Dictionary,,
SA-3258,Savina (1926),p.66,,,"les noms, xláo bú ;",Enregistrer. —,(Source 1926) Enregistrer. —,Savina Dictionary,,
SA-3259,Savina (1926),p.66,,,"le catéchisme, bu mân",Enseigner. —,(Source 1926) Enseigner. —,Savina Dictionary,,
SA-3260,Savina (1926),p.66,,,tidoi ning.,"Ensemble. éller — ,","(Source 1926) Ensemble. éller — ,",Savina Dictionary,,
SA-3261,Savina (1926),p.66,,,ti doi nhin.,"Manger — ,","(Source 1926) Manger — ,",Savina Dictionary,,
SA-3262,Savina (1926),p.66,,,tgio giáng. — des,"Ensemencer,","(Source 1926) Ensemencer,",Savina Dictionary,,
SA-3263,Savina (1926),p.66,,,"les morts, môc mun",Ensevelir. —,(Source 1926) Ensevelir. —,Savina Dictionary,,
SA-3264,Savina (1926),p.66,,,"les gens, áy, pong",Ensorceler. —,(Source 1926) Ensorceler. —,Savina Dictionary,,
SA-3265,Savina (1926),p.66,,,dáng hêy,"Ensuite,","(Source 1926) Ensuite,",Savina Dictionary,,
SA-3266,Savina (1926),p.66,,,"honneur, la",Entacher. — • Г,(Source 1926) Entacher. — • Г,Savina Dictionary,,
SA-3267,Savina (1926),p.66,,,"une — -, une encoche",Entaille. Faire,(Source 1926) Entaille. Faire,Savina Dictionary,,
SA-3268,Savina (1926),p.66,,,"une discussion, khói",Entamer. —,(Source 1926) Entamer. —,Savina Dictionary,,
SA-3269,Savina (1926),p.66,,,khut sang dúi. des,"Entasser,","(Source 1926) Entasser,",Savina Dictionary,,
SA-3270,Savina (1926),p.66,,,nom,"Entendre,","(Source 1926) Entendre,",Savina Dictionary,,
SA-3271,Savina (1926),p.66,,,"pas — , chá lái má nom. Ne Entr'aimer (S1), ti doi long",ne,(Source 1926) ne,Savina Dictionary,,
SA-3272,Savina (1926),p.66,,,"mal entendu, nom sa. S' — Entrain. éller, marcher avec — ,",évoir,(Source 1926) évoir,Savina Dictionary,,
SA-3273,Savina (1926),p.66,,,"à un — , ning Entraîner, lái ning",Enterrement. éller,(Source 1926) Enterrement. éller,Savina Dictionary,,
SA-3274,Savina (1926),p.66,,,"les morts, môc mun ning. — (au mal), giéu ning",Enterrer. —,(Source 1926) Enterrer. —,Savina Dictionary,,
SA-3275,Savina (1926),p.66,,,mun clang bén ma.,"Entêté. Individu — ,","(Source 1926) Entêté. Individu — ,",Savina Dictionary,,
SA-3276,Savina (1926),p.66,,,"s'obstiner, man","Entêter. S' — ,","(Source 1926) Entêter. S' — ,",Savina Dictionary,,
SA-3277,Savina (1926),p.66,,,heng gióng ;,"Enthousiasmer (S'),","(Source 1926) Enthousiasmer (S'),",Savina Dictionary,,
